name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
ViacomCBS Inc.,VIAC,Communication Services,0.00,Media & Publishing,18248.66,-0.31
Horizon Therapeutics,HZNP,Health Care,31.94,Pharmaceuticals,17222.30,1.21
Steris Corp,STE,Health Care,35.33,Healthcare Equipment & Supplies,14424.16,0.09
Synchrony Financial,SYF,Financials,7.86,Banking Services,14949.97,-0.30
Transunion,TRU,Industrials,50.34,Professional & Commercial Services,15597.70,-0.06
Akamai Technologies,AKAM,Information Technology,34.17,Software & IT Services,18344.97,0.27
Hologic Inc,HOLX,Health Care,35.07,Healthcare Equipment & Supplies,16932.46,0.22
Tyson Foods,TSN,Consumer Staples,9.73,Food & Tobacco,21633.49,-0.37
International Paper Company,IP,Materials,25.39,Containers & Packaging,16030.33,-0.15
Firstenergy Corp,FE,Utilities,28.62,Electrical Utilities & IPPs,15488.09,-0.43
Masco Corp,MAS,Industrials,25.34,Homebuilding & Construction Supplies,14797.48,0.13
Broadridge Financial Solutions Llc,BR,Information Technology,33.33,Professional & Commercial Services,15205.92,0.04
Edison International,EIX,Utilities,16.30,Electrical Utilities & IPPs,19069.90,-0.35
CDW Corp,CDW,Information Technology,24.25,Software & IT Services,15717.92,-0.24
W.W. Grainger,GWW,Industrials,29.79,"Machinery, Equipment & Components",18411.53,0.00
Old Dominion Freight Line Inc.,ODFL,Industrials,36.65,Freight & Logistics Services,21204.14,0.44
Ventas Inc,VTR,Real Estate,38.12,Residential & Commercial REIT,15554.02,-0.31
Dell Technologies Inc,DELL,Information Technology,23.91,"Computers, Phones & Household Electronics",49514.82,0.28
Conagra Brands Inc,CAG,Consumer Staples,20.44,Food & Tobacco,17170.08,-0.01
Cms Energy Corp,CMS,Utilities,23.99,Multiline Utilities,17373.63,-0.05
Teleflex Inc,TFX,Health Care,32.68,Healthcare Equipment & Supplies,15435.41,-0.12
Pioneer Natural Resources Company,PXD,Energy,36.57,Oil & Gas,15198.83,-0.43
Insulet Corp,PODD,Health Care,831.03,Healthcare Equipment & Supplies,15136.39,0.33
Pinterest Inc,PINS,Communication Services,0.00,Software & IT Services,24352.34,1.12
Tractor Supply Company,TSCO,Consumer Discretionary,24.25,Specialty Retailers,16458.44,0.50
Fortinet Inc,FTNT,Information Technology,49.94,Software & IT Services,19206.17,0.08
Kellogg Company,K,Consumer Staples,19.75,Food & Tobacco,21490.75,-0.12
Las Vegas Sands,LVS,Consumer Discretionary,105.71,Hotels & Entertainment Services,35325.01,-0.35
Carmax Inc,KMX,Consumer Discretionary,27.72,Specialty Retailers,17009.01,0.21
Domino's Pizza Inc,DPZ,Consumer Discretionary,36.84,Hotels & Entertainment Services,16279.91,0.41
Discover Financial Services,DFS,Financials,17.18,Banking Services,16706.08,-0.37
Invitation Homes Inc,INVH,Real Estate,84.63,Residential & Commercial REIT,15537.98,-0.12
Dover Corp,DOV,Industrials,23.30,"Machinery, Equipment & Components",15485.43,-0.07
Cooper Companies,COO,Health Care,62.00,Healthcare Equipment & Supplies,16636.96,0.04
Varian Medical Systems,VAR,Health Care,60.56,Healthcare Equipment & Supplies,15725.33,0.21
Northern Trust Corp,NTRS,Financials,12.14,Investment Banking & Investment Services,16187.53,-0.28
Factset Research Systems Inc,FDS,Financials,34.90,Professional & Commercial Services,12872.19,0.24
Perkinelmer,PKI,Health Care,45.32,Healthcare Equipment & Supplies,13412.15,0.21
Nucor Corp,NUE,Materials,27.34,Metals & Mining,13790.57,-0.21
Celanese Corp,CE,Materials,20.69,Chemicals,12912.61,-0.14
International Flavors & Fragrances,IFF,Materials,32.22,Food & Tobacco,12897.14,-0.10
NVR Inc,NVR,Consumer Discretionary,19.44,Homebuilding & Construction Supplies,14974.37,0.01
Halliburton Company,HAL,Energy,0.00,Oil & Gas Related Equipment and Services,11710.01,-0.48
Expeditors Intl,EXPD,Industrials,25.37,Freight & Logistics Services,14948.49,0.14
Waters Corp,WAT,Health Care,24.18,Healthcare Equipment & Supplies,12027.88,-0.18
Keycorp,KEY,Financials,10.55,Banking Services,11458.24,-0.43
Abiomed Inc,ABMD,Health Care,77.32,Healthcare Equipment & Supplies,12117.26,0.53
Fair Isaac and Company Inc,FICO,Information Technology,55.48,Software & IT Services,12421.31,0.11
Tyler Technologies,TYL,Information Technology,74.49,Software & IT Services,13844.04,0.13
Trimble Navigation,TRMB,Information Technology,25.38,Software & IT Services,12147.98,0.14
Amerisourcebergen Corp,ABC,Health Care,12.58,Healthcare Equipment & Supplies,19446.55,0.11
Catalent Inc,CTLT,Health Care,77.82,Pharmaceuticals,14011.32,0.49
Pacific Gas & Electric Company,PCG,Utilities,0.00,Electrical Utilities & IPPs,19123.51,-0.12
Darden Restaurants,DRI,Consumer Discretionary,0.00,Hotels & Entertainment Services,11687.84,-0.17
FMC Corp,FMC,Materials,25.55,Chemicals,13934.86,0.05
Godaddy Inc,GDDY,Information Technology,0.00,Software & IT Services,12428.31,0.08
Cincinnati Financial,CINF,Financials,22.59,Insurance,12205.56,-0.29
Garmin Ltd,GRMN,Consumer Discretionary,19.49,Communications & Networking,18194.33,-0.04
Cheniere Energy,LNG,Energy,11.52,Oil & Gas Related Equipment and Services,12713.55,-0.21
Pool Corp,POOL,Consumer Discretionary,43.92,Leisure Products,12339.36,0.45
Extra Space Storage Inc,EXR,Real Estate,32.52,Residential & Commercial REIT,13918.90,-0.01
Cardinal Health,CAH,Health Care,0.00,Food & Drug Retailing,13768.27,-0.11
Zebra Technologies,ZBRA,Information Technology,27.66,Electronic Equipment & Parts,13456.58,-0.02
Pultegroup,PHM,Consumer Discretionary,10.80,Homebuilding & Construction Supplies,12301.31,0.13
Teradyne Inc,TER,Information Technology,22.09,Semiconductors & Semiconductor Equipment,12711.44,0.11
Vici Properties Inc,VICI,Real Estate,24.84,Residential & Commercial REIT,12413.14,-0.10
Jack Henry & Assoc,JKHY,Information Technology,42.31,Software & IT Services,12501.82,0.09
Markel Corp,MKL,Financials,63.74,Insurance,13459.57,-0.17
Hewlett Packard Enterprise Comp,HPE,Information Technology,116.89,"Computers, Phones & Household Electronics",11976.23,-0.43
J.M. Smucker Company,SJM,Consumer Staples,14.55,Food & Tobacco,12534.43,0.04
Leidos Holdings Inc,LDOS,Information Technology,21.50,Software & IT Services,13024.93,-0.08
Paycom Software Inc,PAYC,Information Technology,92.87,Software & IT Services,16133.70,0.04
Zillow Group Cl C,Z,Communication Services,0.00,Real Estate Operations,22475.67,1.10
Duke Realty Corp,DRE,Real Estate,36.12,Residential & Commercial REIT,13581.09,0.04
Boston Properties,BXP,Real Estate,12.34,Residential & Commercial REIT,12528.52,-0.43
Ulta Beauty Inc,ULTA,Consumer Discretionary,45.81,Specialty Retailers,12614.12,-0.14
Nasdaq Inc,NDAQ,Financials,25.78,Investment Banking & Investment Services,20256.35,0.12
Sun Communities,SUI,Real Estate,103.13,Residential & Commercial REIT,13989.08,-0.07
United Rentals,URI,Industrials,11.33,Professional & Commercial Services,12107.32,-0.03
The Aes Corp,AES,Utilities,64.19,Electrical Utilities & IPPs,12131.99,-0.11
Oneok Inc,OKE,Energy,17.21,Oil & Gas Related Equipment and Services,11402.66,-0.68
Alliant Energy Corp,LNT,Utilities,24.36,Electrical Utilities & IPPs,12484.71,-0.09
Datadog Inc.,DDOG,Information Technology,9760.71,Software & IT Services,28334.57,1.43
Essex Property Trust,ESS,Real Estate,21.84,Residential & Commercial REIT,13529.76,-0.33
Mid-America Apartment Communities,MAA,Real Estate,41.48,Residential & Commercial REIT,13172.58,-0.14
Hormel Foods Corp,HRL,Consumer Staples,28.59,Food & Tobacco,26284.31,0.06
Booz Allen Hamilton Holding Corp,BAH,Information Technology,24.94,Software & IT Services,12041.18,0.18
Healthpeak Properties Inc.,PEAK,Real Estate,43.64,Residential & Commercial REIT,14319.29,-0.26
Idex Corp,IEX,Industrials,36.79,"Machinery, Equipment & Components",13617.55,0.03
Teladoc Health Inc,TDOC,Health Care,0.00,Healthcare Providers & Services,17486.86,1.50
SS&C Technologies,SSNC,Information Technology,32.04,Software & IT Services,15745.79,-0.03
Arista Networks Inc,ANET,Information Technology,21.29,Communications & Networking,15199.80,-0.02
M&T Bank Corp,MTB,Financials,8.67,Banking Services,11944.15,-0.46
Hartford Financial Services Group,HIG,Financials,7.24,Insurance,12837.76,-0.42
Tiffany & Company,TIF,Consumer Discretionary,57.45,Specialty Retailers,14111.53,-0.13
Biomarin Pharmaceuticals,BMRN,Health Care,121.53,Pharmaceuticals,14391.90,-0.07
Martin Marietta Materials,MLM,Materials,22.24,Construction Materials,13790.68,-0.21
Burlington Stores Inc,BURL,Consumer Discretionary,0.00,Diversified Retail,13514.50,-0.14
Svb Financial Group,SIVB,Financials,13.41,Banking Services,11929.34,-0.10
Qorvo Inc,QRVO,Information Technology,39.59,Semiconductors & Semiconductor Equipment,14988.97,0.08
C.H. Robinson Ww,CHRW,Industrials,29.87,Freight & Logistics Services,13827.49,0.29
Hubspot Inc,HUBS,Information Technology,0.00,Software & IT Services,12857.28,0.79
Genuine Parts Company,GPC,Consumer Discretionary,0.00,Automobiles & Auto Parts,13911.40,-0.11
Black Knight Inc,BKI,Information Technology,91.92,Software & IT Services,13368.21,0.31
Etsy Inc,ETSY,Consumer Discretionary,103.26,Diversified Retail,14241.75,1.60
Expedia Group Inc,EXPE,Consumer Discretionary,20.36,Hotels & Entertainment Services,13268.25,-0.15
CBOE Global Markets Inc,CBOE,Financials,21.58,Investment Banking & Investment Services,9770.81,-0.26
Whirlpool Corp,WHR,Consumer Discretionary,12.74,Household Goods,11193.58,0.19
Qiagen N.V.,QGEN,Health Care,1164.97,Biotechnology & Medical Research,11517.21,0.50
Ally Financial,ALLY,Financials,13.79,Banking Services,9043.12,-0.23
Cognex Cp,CGNX,Information Technology,77.08,"Machinery, Equipment & Components",10756.62,0.08
Entegris Inc,ENTG,Information Technology,40.23,Semiconductors & Semiconductor Equipment,9042.31,0.34
Novocure Ltd Ord Sh,NVCR,Health Care,35305.08,Healthcare Equipment & Supplies,10528.64,0.26
Molina Healthcare Inc,MOH,Health Care,12.00,Healthcare Providers & Services,9263.25,0.13
MGM Resorts International,MGM,Consumer Discretionary,5.69,Hotels & Entertainment Services,10664.74,-0.36
Lamb Weston Holdings Inc,LW,Consumer Staples,25.56,Food & Tobacco,9237.58,-0.26
Dentsply Sirona Inc,XRAY,Health Care,127.75,Healthcare Equipment & Supplies,9740.57,-0.24
Charles River Laboratories Intl,CRL,Health Care,40.00,Biotechnology & Medical Research,10796.65,0.39
Toro Company,TTC,Industrials,30.57,"Machinery, Equipment & Components",8935.74,0.03
Textron Inc,TXT,Industrials,21.79,Aerospace & Defense,8118.06,-0.22
Ptc Inc,PTC,Information Technology,114.50,Software & IT Services,9968.73,0.09
Chegg Inc,CHGG,Consumer Discretionary,14541.40,Professional & Commercial Services,8514.28,0.84
Annaly Capital Management Inc,NLY,Real Estate,0.00,Residential & Commercial REIT,10352.94,-0.24
E*Trade Finl Corp,ETFC,Financials,14.31,Investment Banking & Investment Services,10806.14,0.06
Arch Capital Grp Ltd,ACGL,Financials,10.67,Insurance,11773.20,-0.35
Medical Properties Trust,MPW,Real Estate,20.28,Residential & Commercial REIT,8825.06,-0.23
Crown Cork & Seal Company,CCK,Materials,20.67,Containers & Packaging,9846.19,0.01
Cable One Inc,CABO,Communication Services,43.25,Media & Publishing,10591.88,0.16
Advance Auto Parts Inc,AAP,Consumer Discretionary,23.09,Specialty Retailers,10309.37,-0.09
RPM International Inc,RPM,Materials,34.44,Chemicals,10461.46,0.03
Mongodb Inc Cl A,MDB,Information Technology,0.00,Software & IT Services,13122.49,0.67
Cyrusone Inc,CONE,Real Estate,434.21,Residential & Commercial REIT,8419.54,0.08
Wabtec Corp,WAB,Industrials,28.06,"Machinery, Equipment & Components",11834.73,-0.22
Principal Financial Group Inc,PFG,Financials,8.54,Insurance,10656.82,-0.31
LKQ Corp,LKQ,Consumer Discretionary,15.68,Automobiles & Auto Parts,8666.25,-0.22
Fox Corp Cl A,FOXA,Communication Services,16.61,Media & Publishing,16236.35,-0.30
Globe Life Inc.,GL,Financials,11.97,Insurance,8464.56,-0.26
Avalara Inc,AVLR,Information Technology,0.00,Software & IT Services,10416.14,0.71
Exact Sciences Cor,EXAS,Health Care,0.00,Biotechnology & Medical Research,10950.20,-0.20
Bio-Techne Cp,TECH,Health Care,41.96,Biotechnology & Medical Research,9378.48,0.11
United Dominion Realty Trust,UDR,Real Estate,52.90,Residential & Commercial REIT,9692.95,-0.31
Zendesk Inc,ZEN,Information Technology,0.00,Software & IT Services,11589.93,0.29
Fidelity National Financial,FNF,Financials,10.88,Insurance,9520.12,-0.31
Graco Inc,GGG,Industrials,38.33,"Machinery, Equipment & Components",10059.32,0.14
Elanco Animal Health Inc,ELAN,Health Care,0.00,Pharmaceuticals,12762.25,-0.10
Lennox International,LII,Industrials,30.75,"Machinery, Equipment & Components",10346.16,0.07
Albemarle Corp,ALB,Materials,23.12,Chemicals,10129.53,0.10
Slack Technologies,WORK,Information Technology,0.00,Software & IT Services,15067.55,0.17
Netapp Inc,NTAP,Information Technology,12.18,"Computers, Phones & Household Electronics",9297.57,-0.34
Bio-Rad Laboratories,BIO,Health Care,0.00,Healthcare Equipment & Supplies,15265.44,0.38
Vistra Energy Corp,VST,Utilities,15.86,Electrical Utilities & IPPs,8710.06,-0.22
J B Hunt Transport,JBHT,Industrials,28.17,Freight & Logistics Services,13607.27,0.11
Renaissancere Holdings Ltd,RNR,Financials,13.48,Insurance,8572.66,-0.16
Stoneco Ltd Cl A,STNE,Information Technology,99.00,Software & IT Services,16343.85,0.32
Jacobs Engineering Group Inc,J,Industrials,35.36,Construction & Engineering,11891.90,0.00
W.P. Carey & Co. Llc,WPC,Real Estate,33.74,Residential & Commercial REIT,11371.84,-0.21
Gartner Inc,IT,Information Technology,47.82,Software & IT Services,11306.66,-0.20
Nordson Corp,NDSN,Industrials,32.53,"Machinery, Equipment & Components",10798.49,0.12
Peloton Interactive,PTON,Consumer Discretionary,0.00,Leisure Products,27249.32,2.37
Monolithic Power Sys,MPWR,Information Technology,92.83,Semiconductors & Semiconductor Equipment,11654.03,0.41
Generac Holdings Inc,GNRC,Industrials,45.28,"Machinery, Equipment & Components",11484.23,0.75
Baker Hughes A Ge Co. Cl A,BKR,Energy,0.00,Oil & Gas Related Equipment and Services,9451.08,-0.47
Neurocrine Bioscienc,NBIX,Health Care,47.46,Biotechnology & Medical Research,9318.96,-0.08
Loews Corp,L,Financials,0.00,Insurance,9573.69,-0.36
Westrock Company,WRK,Materials,11.47,Containers & Packaging,8926.30,-0.23
Brown & Brown,BRO,Financials,28.69,Insurance,12588.05,0.10
Eastman Chemical Company,EMN,Materials,18.78,Chemicals,10689.97,-0.03
Solaredge Tech,SEDG,Information Technology,55.56,Renewable Energy,9281.96,1.00
Western Union Company,WU,Information Technology,15.21,Professional & Commercial Services,9058.53,-0.20
Raymond James Financial,RJF,Financials,11.36,Investment Banking & Investment Services,9634.10,-0.23
Allegion Plc,ALLE,Industrials,32.09,Communications & Networking,9059.17,-0.23
Guidewire Software Inc,GWRE,Information Technology,0.00,Software & IT Services,8867.81,-0.05
Everest Re Group,RE,Financials,16.29,Insurance,7998.76,-0.29
NiSource Inc,NI,Utilities,0.00,Multiline Utilities,8457.15,-0.22
Royal Caribbean Cruises Ltd,RCL,Consumer Discretionary,0.00,Hotels & Entertainment Services,13388.84,-0.54
Carvana Co. Cl A,CVNA,Consumer Discretionary,0.00,Specialty Retailers,15749.85,1.38
Huntington Bcshs,HBAN,Financials,12.24,Banking Services,9043.88,-0.42
Concho Resources Inc,CXO,Energy,0.00,Oil & Gas,8909.89,-0.51
Occidental Petroleum Corp,OXY,Energy,0.00,Oil & Gas,10305.98,-0.75
Essential Utilities Inc.,WTRG,Utilities,34.99,Water Utilities,9920.41,-0.18
Vail Resorts,MTN,Consumer Discretionary,57.43,Hotels & Entertainment Services,9054.52,-0.05
Vmware Inc,VMW,Information Technology,33.38,Software & IT Services,59914.34,-0.08
Penn Natl Gaming Inc,PENN,Consumer Discretionary,43.15,Hotels & Entertainment Services,10183.22,1.70
Equity Lifestyle Properties,ELS,Real Estate,50.14,Residential & Commercial REIT,11237.15,-0.14
W.R. Berkley Corp,WRB,Financials,33.64,Insurance,10936.55,-0.14
Keurig Dr Pepper Inc,KDP,Consumer Staples,33.98,Beverages,39190.41,-0.06
American Capital Age,AGNC,Real Estate,10.94,Residential & Commercial REIT,7927.23,-0.21
United Airlines Holdings Inc,UAL,Industrials,8.77,Passenger Transportation Services,9913.81,-0.62
Nortonlifelock Inc.,NLOK,Information Technology,19.54,Software & IT Services,12416.97,-0.20
Packaging Corp of America,PKG,Materials,19.79,Containers & Packaging,10089.08,-0.07
On Semiconductor,ON,Information Technology,107.34,Semiconductors & Semiconductor Equipment,8553.31,-0.18
Avantor Inc,AVTR,Health Care,96.83,Healthcare Equipment & Supplies,12864.53,0.22
Henry Schein Inc,HSIC,Health Care,14.81,Healthcare Equipment & Supplies,8427.58,-0.14
TD Ameritrade HD,AMTD,Financials,10.60,Investment Banking & Investment Services,20479.92,-0.24
Aspen Technology,AZPN,Information Technology,39.61,Software & IT Services,8833.90,0.03
Evergy Inc,EVRG,Utilities,18.47,Electrical Utilities & IPPs,11447.99,-0.24
Centurylink,LUMN,Communication Services,9.10,Telecommunications Services,11260.74,-0.23
Hess Corp,HES,Energy,0.00,Oil & Gas,12580.53,-0.41
Fortune Brands Home & Security,FBHS,Industrials,27.34,Homebuilding & Construction Supplies,11673.53,0.26
Omnicom Group Inc,OMC,Communication Services,11.59,Media & Publishing,10681.12,-0.40
Nuance Communicatns,NUAN,Information Technology,59.35,Software & IT Services,9465.62,0.83
Western Digital Cp,WDC,Information Technology,127.95,"Computers, Phones & Household Electronics",11033.12,-0.39
Zscaler Inc,ZS,Information Technology,0.00,Software & IT Services,18339.74,1.93
Teledyne Technologies Inc,TDY,Industrials,30.02,Electronic Equipment & Parts,11679.07,-0.11
Atmos Energy Corp,ATO,Utilities,19.28,Natural Gas Utilities,11560.83,-0.17
Avery Dennison Corp,AVY,Materials,19.77,Containers & Packaging,10183.22,-0.09
Centerpoint Energy Inc,CNP,Utilities,0.00,Multiline Utilities,10302.53,-0.31
Sarepta Therapeutics,SRPT,Health Care,0.00,Biotechnology & Medical Research,11486.13,0.12
Regions Financial Corp,RF,Financials,16.71,Banking Services,10600.23,-0.37
Hasbro Inc,HAS,Consumer Discretionary,25.77,Leisure Products,10338.36,-0.27
